learner_id,audio_type,canonical_text,audio_file,textgrid
010101_070311_B,iso_syllable1_1,lwe,010101_070311_B-audio_iso_syllable1_1_iso_syllable1_1.wav,010101_070311_B-audio_iso_syllable1_1_iso_syllable1_1.TextGrid
010101_070311_B,iso_syllable1_2,mwo,010101_070311_B-audio_iso_syllable1_2_iso_syllable1_2.wav,010101_070311_B-audio_iso_syllable1_2_iso_syllable1_2.TextGrid
010101_070311_B,iso_syllable1_3,kyu,010101_070311_B-audio_iso_syllable1_3_iso_syllable1_3.wav,010101_070311_B-audio_iso_syllable1_3_iso_syllable1_3.TextGrid
010101_070311_B,iso_syllable1_4,gi,010101_070311_B-audio_iso_syllable1_4_iso_syllable1_4.wav,010101_070311_B-audio_iso_syllable1_4_iso_syllable1_4.TextGrid
010101_070311_B,iso_syllable1_5,yi,010101_070311_B-audio_iso_syllable1_5_iso_syllable1_5.wav,010101_070311_B-audio_iso_syllable1_5_iso_syllable1_5.TextGrid
010101_070311_B,passage_num11,11,010101_070311_B-audio_passage11_passage11.wav,010101_070311_B-audio_passage11_passage11.TextGrid
010101_070311_B,rand_syllable_10_1,jwe,010101_070311_B-audio_random_syl10_1_random_syl10_1.wav,010101_070311_B-audio_random_syl10_1_random_syl10_1.TextGrid
010101_070311_B,rand_syllable_11_1,pe,010101_070311_B-audio_random_syl11_1_random_syl11_1.wav,010101_070311_B-audio_random_syl11_1_random_syl11_1.TextGrid
010101_070311_B,rand_syllable_12_1,chi,010101_070311_B-audio_random_syl12_1_random_syl12_1.wav,010101_070311_B-audio_random_syl12_1_random_syl12_1.TextGrid
010101_070311_B,rand_syllable_13_1,me,010101_070311_B-audio_random_syl13_1_random_syl13_1.wav,010101_070311_B-audio_random_syl13_1_random_syl13_1.TextGrid
010101_070311_B,rand_syllable_14_1,pi,010101_070311_B-audio_random_syl14_1_random_syl14_1.wav,010101_070311_B-audio_random_syl14_1_random_syl14_1.TextGrid
010101_070311_B,rand_syllable_15_1,dhe,010101_070311_B-audio_random_syl15_1_random_syl15_1.wav,010101_070311_B-audio_random_syl15_1_random_syl15_1.TextGrid
010101_070311_B,rand_syllable_16_1,mbi,010101_070311_B-audio_random_syl16_1_random_syl16_1.wav,010101_070311_B-audio_random_syl16_1_random_syl16_1.TextGrid
010101_070311_B,rand_syllable_17_1,gha,010101_070311_B-audio_random_syl17_1_random_syl17_1.wav,010101_070311_B-audio_random_syl17_1_random_syl17_1.TextGrid
010101_070311_B,rand_syllable_18_1,vi,010101_070311_B-audio_random_syl18_1_random_syl18_1.wav,010101_070311_B-audio_random_syl18_1_random_syl18_1.TextGrid
010101_070311_B,rand_syllable_19_1,fo,010101_070311_B-audio_random_syl19_1_random_syl19_1.wav,010101_070311_B-audio_random_syl19_1_random_syl19_1.TextGrid
010101_070311_B,rand_syllable_20_1,ghu,010101_070311_B-audio_random_syl20_1_random_syl20_1.wav,010101_070311_B-audio_random_syl20_1_random_syl20_1.TextGrid
010101_070311_B,rand_syllable_6_1,khe,010101_070311_B-audio_random_syl6_1_random_syl6_1.wav,010101_070311_B-audio_random_syl6_1_random_syl6_1.TextGrid
010101_070311_B,rand_syllable_7_1,sho,010101_070311_B-audio_random_syl7_1_random_syl7_1.wav,010101_070311_B-audio_random_syl7_1_random_syl7_1.TextGrid
010101_070311_B,rand_syllable_8_1,twa,010101_070311_B-audio_random_syl8_1_random_syl8_1.wav,010101_070311_B-audio_random_syl8_1_random_syl8_1.TextGrid
010101_070311_B,rand_syllable_9_1,kyo,010101_070311_B-audio_random_syl9_1_random_syl9_1.wav,010101_070311_B-audio_random_syl9_1_random_syl9_1.TextGrid
010101_070311_G,full_letter_grid,y U r B J j W d n F R M P H L g k Ch I l m D v Z p w z f s h O e A Y t G T N K S,010101_070311_G-audio_letters_grids_letters_grid.wav,010101_070311_G-audio_letters_grids_letters_grid.TextGrid
010101_070311_G,full_nonword_grid,kela rabo tewo nyuya varede vinja rufishi domgo chito suki limwamu nefesi lengeke mbekoki twaiana mbwaku rakinja koya fasira ongu rinzu goge buba lesho lihi uhu funanziwa riga fumre zihi mbeje towato daifa leki takibu zame naji pifu,010101_070311_G-audio_non_words_grid_non_words_grid.wav,010101_070311_G-audio_non_words_grid_non_words_grid.TextGrid
010101_070311_G,full_syllable1_grid,two fya bwi hwo sa bu ke vyi mo fyo bwe vyo sha ha tu hu ta mbu tha kyo bwe de pe fwu khi gwo fe shi nwu nyo twu mi bo a mbo fu shu ba la nda swo mbe jwi du fya nyi za tha pyo ki dho tha fyu ngwi lwo ka gwi zwi lu po nde two swi ngu nye fta ng'i ngu da ko,010101_070311_G-audio_grid_syllables_1_syllables_grid_1.wav,010101_070311_G-audio_grid_syllables_1_syllables_grid_1.TextGrid
010101_070311_G,full_syllable1_grid,two fya bwi hwo sa bu ke vyi mo fyo bwe vyo sha ha tu hu ta mbu tha kyo bwe de pe fwu khi gwo fe shi nwu nyo twu mi bo a mbo fu shu ba la nda swo mbe jwi du fya nyi za tha pyo ki dho tha fyu ngwi lwo ka gwi zwi lu po nde two swi ngu nye fta ng'i ngu da ko,010101_070311_G-audio_grid_syllables_1_syllables_grid_1.wav,010101_070311_G-audio_grid_syllables_1_syllables_grid_1.TextGrid
010101_070311_G,iso_letter_1,a,010101_070311_G-audio_iso_letter_1_iso_letter_1.wav,010101_070311_G-audio_iso_letter_1_iso_letter_1.TextGrid
010101_070311_G,iso_letter_2,E,010101_070311_G-audio_iso_letter_2_iso_letter_2.wav,010101_070311_G-audio_iso_letter_2_iso_letter_2.TextGrid
010101_070311_G,iso_letter_3,i,010101_070311_G-audio_iso_letter_3_iso_letter_3.wav,010101_070311_G-audio_iso_letter_3_iso_letter_3.TextGrid
010101_070311_G,iso_non_word1,tikaka,010101_070311_G-audio_iso_non_word1_iso_non_word1.wav,010101_070311_G-audio_iso_non_word1_iso_non_word1.TextGrid
010101_070311_G,iso_non_word2,yuhu,010101_070311_G-audio_iso_non_word2_iso_non_word2.wav,010101_070311_G-audio_iso_non_word2_iso_non_word2.TextGrid
010101_070311_G,iso_non_word3,rishadi,010101_070311_G-audio_iso_non_word3_iso_non_word3.wav,010101_070311_G-audio_iso_non_word3_iso_non_word3.TextGrid
010101_070311_G,iso_non_word4,mbanyu,010101_070311_G-audio_iso_non_word4_iso_non_word4.wav,010101_070311_G-audio_iso_non_word4_iso_non_word4.TextGrid
010101_070311_G,iso_non_word5,keya,010101_070311_G-audio_iso_non_word5_iso_non_word5.wav,010101_070311_G-audio_iso_non_word5_iso_non_word5.TextGrid
010101_070311_G,iso_random_letters5_1,b,010101_070311_G-audio_iso_random_letters5_1_iso_random_letters5_1.wav,010101_070311_G-audio_iso_random_letters5_1_iso_random_letters5_1.TextGrid
010101_070311_G,iso_random_letters5_2,o,010101_070311_G-audio_iso_random_letters5_2_iso_random_letters5_2.wav,010101_070311_G-audio_iso_random_letters5_2_iso_random_letters5_2.TextGrid
010101_070311_G,iso_random_letters5_3,u,010101_070311_G-audio_iso_random_letters5_3_iso_random_letters5_3.wav,010101_070311_G-audio_iso_random_letters5_3_iso_random_letters5_3.TextGrid
010101_070311_G,iso_random_nw_jami_1,jami,010101_070311_G-audio_iso_random_nw_jami_iso_random_nw_jami.wav,010101_070311_G-audio_iso_random_nw_jami_iso_random_nw_jami.TextGrid
010101_070311_G,iso_random_nw_kamula_7,kamula,010101_070311_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.wav,010101_070311_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.TextGrid
010101_070311_G,iso_random_nw_kojima_8,kojima,010101_070311_G-audio_iso_random_nw_kojima_iso_random_nw_kojima.wav,010101_070311_G-audio_iso_random_nw_kojima_iso_random_nw_kojima.TextGrid
010101_070311_G,iso_random_nw_naa_3,naa,010101_070311_G-audio_iso_random_nw_naa_iso_random_nw_naa.wav,010101_070311_G-audio_iso_random_nw_naa_iso_random_nw_naa.TextGrid
010101_070311_G,iso_random_nw_sarada_2,sarada,010101_070311_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.wav,010101_070311_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.TextGrid
010101_070311_G,iso_random_nw_shoke_12,shoke,010101_070311_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.wav,010101_070311_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.TextGrid
010101_070311_G,iso_random_nw_tuwa_6,tuwa,010101_070311_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.wav,010101_070311_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.TextGrid
010101_070311_G,iso_syllable1_1,lwe,010101_070311_G-audio_iso_syllable1_1_iso_syllable1_1.wav,010101_070311_G-audio_iso_syllable1_1_iso_syllable1_1.TextGrid
010101_070311_G,iso_syllable1_2,mwo,010101_070311_G-audio_iso_syllable1_2_iso_syllable1_2.wav,010101_070311_G-audio_iso_syllable1_2_iso_syllable1_2.TextGrid
010101_070311_G,iso_syllable1_3,kyu,010101_070311_G-audio_iso_syllable1_3_iso_syllable1_3.wav,010101_070311_G-audio_iso_syllable1_3_iso_syllable1_3.TextGrid
010101_070311_G,iso_syllable1_4,gi,010101_070311_G-audio_iso_syllable1_4_iso_syllable1_4.wav,010101_070311_G-audio_iso_syllable1_4_iso_syllable1_4.TextGrid
010101_070311_G,iso_syllable1_5,yi,010101_070311_G-audio_iso_syllable1_5_iso_syllable1_5.wav,010101_070311_G-audio_iso_syllable1_5_iso_syllable1_5.TextGrid
010101_070311_G,passage_num13,13,010101_070311_G-audio_passage13_passage13.wav,010101_070311_G-audio_passage13_passage13.TextGrid
010101_070311_G,rand_syllable_10_1,be,010101_070311_G-audio_random_syl10_1_random_syl10_1.wav,010101_070311_G-audio_random_syl10_1_random_syl10_1.TextGrid
010101_070311_G,rand_syllable_11_1,mwi,010101_070311_G-audio_random_syl11_1_random_syl11_1.wav,010101_070311_G-audio_random_syl11_1_random_syl11_1.TextGrid
010101_070311_G,rand_syllable_12_1,ndwe,010101_070311_G-audio_random_syl12_1_random_syl12_1.wav,010101_070311_G-audio_random_syl12_1_random_syl12_1.TextGrid
010101_070311_G,rand_syllable_13_1,di,010101_070311_G-audio_random_syl13_1_random_syl13_1.wav,010101_070311_G-audio_random_syl13_1_random_syl13_1.TextGrid
010101_070311_G,rand_syllable_14_1,dwe,010101_070311_G-audio_random_syl14_1_random_syl14_1.wav,010101_070311_G-audio_random_syl14_1_random_syl14_1.TextGrid
010101_070311_G,rand_syllable_15_1,ho,010101_070311_G-audio_random_syl15_1_random_syl15_1.wav,010101_070311_G-audio_random_syl15_1_random_syl15_1.TextGrid
010101_070311_G,rand_syllable_16_1,nge,010101_070311_G-audio_random_syl16_1_random_syl16_1.wav,010101_070311_G-audio_random_syl16_1_random_syl16_1.TextGrid
010101_070311_G,rand_syllable_17_1,hwe,010101_070311_G-audio_random_syl17_1_random_syl17_1.wav,010101_070311_G-audio_random_syl17_1_random_syl17_1.TextGrid
010101_070311_G,rand_syllable_18_1,gho,010101_070311_G-audio_random_syl18_1_random_syl18_1.wav,010101_070311_G-audio_random_syl18_1_random_syl18_1.TextGrid
010101_070311_G,rand_syllable_19_1,vye,010101_070311_G-audio_random_syl19_1_random_syl19_1.wav,010101_070311_G-audio_random_syl19_1_random_syl19_1.TextGrid
010101_070311_G,rand_syllable_20_1,ndwo,010101_070311_G-audio_random_syl20_1_random_syl20_1.wav,010101_070311_G-audio_random_syl20_1_random_syl20_1.TextGrid
010101_070311_G,rand_syllable_6_1,dwo,010101_070311_G-audio_random_syl6_1_random_syl6_1.wav,010101_070311_G-audio_random_syl6_1_random_syl6_1.TextGrid
010101_070311_G,rand_syllable_7_1,ndu,010101_070311_G-audio_random_syl7_1_random_syl7_1.wav,010101_070311_G-audio_random_syl7_1_random_syl7_1.TextGrid
010101_070311_G,rand_syllable_8_1,o,010101_070311_G-audio_random_syl8_1_random_syl8_1.wav,010101_070311_G-audio_random_syl8_1_random_syl8_1.TextGrid
010101_070311_G,rand_syllable_9_1,wo,010101_070311_G-audio_random_syl9_1_random_syl9_1.wav,010101_070311_G-audio_random_syl9_1_random_syl9_1.TextGrid
010101_070321_G,full_letter_grid,A J O K t j h U p I F H s M T B R f G N Y r w Ch y W n D P k g m z Z d e S v L l,010101_070321_G-audio_letters_grids_letters_grid.wav,010101_070321_G-audio_letters_grids_letters_grid.TextGrid
010101_070321_G,full_nonword_grid,limwamu lengeke mbeje towato funanziwa daifa koya riga lesho rufishi rinzu naji chito fumre fasira leki uhu domgo ongu varede takibu mbwaku pifu buba goge vinja suki lihi zame nefesi twaiana mbekoki kela zihi tewo rabo nyuya rakinja,010101_070321_G-audio_non_words_grid_non_words_grid.wav,010101_070321_G-audio_non_words_grid_non_words_grid.TextGrid
010101_070321_G,full_syllable3_grid,fwa ndu re zwa pyu ni gwo ma bo kyu ro sim ge nge gwu zwi gwi pwu na nyo ndo go dho mwe kye tu bwa ju lo fwe swu two fwe khe swe ngwe fa ge ng'a jwo fwi mwe fye pya thu bi ye nu zwu ji gi zwa fwi chu va pya ngwa te ndi fwi gwu kwe jwa ngo gwa swi u vya a hwu,010101_070321_G-audio_syllables_grid_3_syllables_grid_3.wav,010101_070321_G-audio_syllables_grid_3_syllables_grid_3.TextGrid
010101_070321_G,iso_letter_1,a,010101_070321_G-audio_iso_letter_1_iso_letter_1.wav,010101_070321_G-audio_iso_letter_1_iso_letter_1.TextGrid
010101_070321_G,iso_letter_2,E,010101_070321_G-audio_iso_letter_2_iso_letter_2.wav,010101_070321_G-audio_iso_letter_2_iso_letter_2.TextGrid
010101_070321_G,iso_letter_3,i,010101_070321_G-audio_iso_letter_3_iso_letter_3.wav,010101_070321_G-audio_iso_letter_3_iso_letter_3.TextGrid
010101_070321_G,iso_non_word1,tikaka,010101_070321_G-audio_iso_non_word1_iso_non_word1.wav,010101_070321_G-audio_iso_non_word1_iso_non_word1.TextGrid
010101_070321_G,iso_non_word2,yuhu,010101_070321_G-audio_iso_non_word2_iso_non_word2.wav,010101_070321_G-audio_iso_non_word2_iso_non_word2.TextGrid
010101_070321_G,iso_non_word3,rishadi,010101_070321_G-audio_iso_non_word3_iso_non_word3.wav,010101_070321_G-audio_iso_non_word3_iso_non_word3.TextGrid
010101_070321_G,iso_non_word4,mbanyu,010101_070321_G-audio_iso_non_word4_iso_non_word4.wav,010101_070321_G-audio_iso_non_word4_iso_non_word4.TextGrid
010101_070321_G,iso_non_word5,keya,010101_070321_G-audio_iso_non_word5_iso_non_word5.wav,010101_070321_G-audio_iso_non_word5_iso_non_word5.TextGrid
010101_070321_G,iso_random_letters6_1,b,010101_070321_G-audio_iso_random_letters6_1_iso_random_letters6_1.wav,010101_070321_G-audio_iso_random_letters6_1_iso_random_letters6_1.TextGrid
010101_070321_G,iso_random_letters6_2,u,010101_070321_G-audio_iso_random_letters6_2_iso_random_letters6_2.wav,010101_070321_G-audio_iso_random_letters6_2_iso_random_letters6_2.TextGrid
010101_070321_G,iso_random_letters6_3,o,010101_070321_G-audio_iso_random_letters6_3_iso_random_letters6_3.wav,010101_070321_G-audio_iso_random_letters6_3_iso_random_letters6_3.TextGrid
010101_070321_G,iso_random_nw_jami_9,jami,010101_070321_G-audio_iso_random_nw_jami_iso_random_nw_jami.wav,010101_070321_G-audio_iso_random_nw_jami_iso_random_nw_jami.TextGrid
010101_070321_G,iso_random_nw_kamula_12,kamula,010101_070321_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.wav,010101_070321_G-audio_iso_random_nw_kamula_iso_random_nw_kamula.TextGrid
010101_070321_G,iso_random_nw_naa_8,naa,010101_070321_G-audio_iso_random_nw_naa_iso_random_nw_naa.wav,010101_070321_G-audio_iso_random_nw_naa_iso_random_nw_naa.TextGrid
010101_070321_G,iso_random_nw_sarada_3,sarada,010101_070321_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.wav,010101_070321_G-audio_iso_random_nw_sarada_iso_random_nw_sarada.TextGrid
010101_070321_G,iso_random_nw_shoke_5,shoke,010101_070321_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.wav,010101_070321_G-audio_iso_random_nw_shoke_iso_random_nw_shoke.TextGrid
010101_070321_G,iso_random_nw_tuwa_1,tuwa,010101_070321_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.wav,010101_070321_G-audio_iso_random_nw_tuwa_iso_random_nw_tuwa.TextGrid
010101_070321_G,iso_syllable3_1,no,010101_070321_G-audio_iso_syllable3_1_iso_syllable3_1.wav,010101_070321_G-audio_iso_syllable3_1_iso_syllable3_1.TextGrid
010101_070321_G,iso_syllable3_2,ngo,010101_070321_G-audio_iso_syllable3_2_iso_syllable3_2.wav,010101_070321_G-audio_iso_syllable3_2_iso_syllable3_2.TextGrid
010101_070321_G,iso_syllable3_3,i,010101_070321_G-audio_iso_syllable3_3_iso_syllable3_3.wav,010101_070321_G-audio_iso_syllable3_3_iso_syllable3_3.TextGrid
010101_070321_G,iso_syllable3_4,ng'e,010101_070321_G-audio_iso_syllable3_4_iso_syllable3_4.wav,010101_070321_G-audio_iso_syllable3_4_iso_syllable3_4.TextGrid
010101_070321_G,iso_syllable3_5,lwa,010101_070321_G-audio_iso_syllable3_5_iso_syllable3_5.wav,010101_070321_G-audio_iso_syllable3_5_iso_syllable3_5.TextGrid
010101_070321_G,passage_num4,4,010101_070321_G-audio_passage4_passage4.wav,010101_070321_G-audio_passage4_passage4.TextGrid
010101_070321_G,rand_syllable_10_3,dwe,010101_070321_G-audio_random_syl10_3_random_syl10_3.wav,010101_070321_G-audio_random_syl10_3_random_syl10_3.TextGrid
010101_070321_G,rand_syllable_11_3,hwe,010101_070321_G-audio_random_syl11_3_random_syl11_3.wav,010101_070321_G-audio_random_syl11_3_random_syl11_3.TextGrid
010101_070321_G,rand_syllable_12_3,ndu,010101_070321_G-audio_random_syl12_3_random_syl12_3.wav,010101_070321_G-audio_random_syl12_3_random_syl12_3.TextGrid
010101_070321_G,rand_syllable_13_3,ho,010101_070321_G-audio_random_syl13_3_random_syl13_3.wav,010101_070321_G-audio_random_syl13_3_random_syl13_3.TextGrid
010101_070321_G,rand_syllable_14_3,gho,010101_070321_G-audio_random_syl14_3_random_syl14_3.wav,010101_070321_G-audio_random_syl14_3_random_syl14_3.TextGrid
010101_070321_G,rand_syllable_15_3,o,010101_070321_G-audio_random_syl15_3_random_syl15_3.wav,010101_070321_G-audio_random_syl15_3_random_syl15_3.TextGrid
010101_070321_G,rand_syllable_16_3,vye,010101_070321_G-audio_random_syl16_3_random_syl16_3.wav,010101_070321_G-audio_random_syl16_3_random_syl16_3.TextGrid
010101_070321_G,rand_syllable_17_3,mwi,010101_070321_G-audio_random_syl17_3_random_syl17_3.wav,010101_070321_G-audio_random_syl17_3_random_syl17_3.TextGrid
010101_070321_G,rand_syllable_18_3,dwo,010101_070321_G-audio_random_syl18_3_random_syl18_3.wav,010101_070321_G-audio_random_syl18_3_random_syl18_3.TextGrid
010101_070321_G,rand_syllable_19_3,ndwe,010101_070321_G-audio_random_syl19_3_random_syl19_3.wav,010101_070321_G-audio_random_syl19_3_random_syl19_3.TextGrid
010101_070321_G,rand_syllable_20_3,di,010101_070321_G-audio_random_syl20_3_random_syl20_3.wav,010101_070321_G-audio_random_syl20_3_random_syl20_3.TextGrid
010101_070321_G,rand_syllable_6_3,wo,010101_070321_G-audio_random_syl6_3_random_syl6_3.wav,010101_070321_G-audio_random_syl6_3_random_syl6_3.TextGrid
010101_070321_G,rand_syllable_7_3,nge,010101_070321_G-audio_random_syl7_3_random_syl7_3.wav,010101_070321_G-audio_random_syl7_3_random_syl7_3.TextGrid
010101_070321_G,rand_syllable_8_3,ndwo,010101_070321_G-audio_random_syl8_3_random_syl8_3.wav,010101_070321_G-audio_random_syl8_3_random_syl8_3.TextGrid
010101_070321_G,rand_syllable_9_3,be,010101_070321_G-audio_random_syl9_3_random_syl9_3.wav,010101_070321_G-audio_random_syl9_3_random_syl9_3.TextGrid
010101_130209_G,full_letter_grid,k P n W N y z h O M I t v J Z R Y D m L r G F U K j p H g d s f Ch e S B w T l A,010101_130209_G-audio_letters_grids_letters_grid.wav,010101_130209_G-audio_letters_grids_letters_grid.TextGrid
010101_130209_G,full_nonword_grid,twaiana takibu mbwaku naji rabo fasira riga goge uhu pifu koya kela ongu lengeke rakinja buba vinja tewo chito leki nefesi limwamu zihi rinzu lihi mbeje mbekoki towato domgo suki lesho nyuya zame rufishi varede daifa funanziwa fumre,010101_130209_G-audio_non_words_grid_non_words_grid.wav,010101_130209_G-audio_non_words_grid_non_words_grid.TextGrid
010101_130209_G,full_syllable2_grid,ko li hwu gu lu ja nwi ju bwu ghi ndwa ng'e yu hwi jwi hwo cha su dwi she kwi cho hwu kwe bu dhi hu so le ru tu mu nyo ja na yo ve nyo li mba dza ftu mo ghe mwi ne fyi ndu fti no e ri nga do ri li gwa fwa gwe zwo li ngwa la ngo hwa yu dwa pwi khu to,010101_130209_G-audio_grid_syllables_2_syllables_grid_2.wav,010101_130209_G-audio_grid_syllables_2_syllables_grid_2.TextGrid
010101_130209_G,iso_letter_1,a,010101_130209_G-audio_iso_letter_1_iso_letter_1.wav,010101_130209_G-audio_iso_letter_1_iso_letter_1.TextGrid
010101_130209_G,iso_letter_2,E,010101_130209_G-audio_iso_letter_2_iso_letter_2.wav,010101_130209_G-audio_iso_letter_2_iso_letter_2.TextGrid
010101_130209_G,iso_letter_3,i,010101_130209_G-audio_iso_letter_3_iso_letter_3.wav,010101_130209_G-audio_iso_letter_3_iso_letter_3.TextGrid
010101_130209_G,iso_non_word1,tikaka,010101_130209_G-audio_iso_non_word1_iso_non_word1.wav,010101_130209_G-audio_iso_non_word1_iso_non_word1.TextGrid
010101_130209_G,iso_non_word2,yuhu,010101_130209_G-audio_iso_non_word2_iso_non_word2.wav,010101_130209_G-audio_iso_non_word2_iso_non_word2.TextGrid
010101_130209_G,iso_non_word3,rishadi,010101_130209_G-audio_iso_non_word3_iso_non_word3.wav,010101_130209_G-audio_iso_non_word3_iso_non_word3.TextGrid
010101_130209_G,iso_non_word4,mbanyu,010101_130209_G-audio_iso_non_word4_iso_non_word4.wav,010101_130209_G-audio_iso_non_word4_iso_non_word4.TextGrid
010101_130209_G,iso_non_word5,keya,010101_130209_G-audio_iso_non_word5_iso_non_word5.wav,010101_130209_G-audio_iso_non_word5_iso_non_word5.TextGrid
010101_130209_G,iso_random_letters5_1,b,010101_130209_G-audio_iso_random_letters5_1_iso_random_letters5_1.wav,010101_130209_G-audio_iso_random_letters5_1_iso_random_letters5_1.TextGrid
010101_130209_G,iso_random_letters5_2,o,010101_130209_G-audio_iso_random_letters5_2_iso_random_letters5_2.wav,010101_130209_G-audio_iso_random_letters5_2_iso_random_letters5_2.TextGrid
